1,10.1021/cr5002436
2,10.1039/D0CS00814A
3,10.1146/annurev-chembioeng-060817-084345
4,10.1039/D0CS00983K
5,10.1039/D1GC03700E
6,10.1021/accountsmr.0c00012
7,10.1039/D0CS01260B
8,10.1016/S1872-2067(19)63360-7
9,10.1039/D0CS01140A
10,10.1002/anie.201507119
11,10.1016/j.apcatb.2021.120171
12,10.1021/acsanm.9b01293
13,10.1016/j.jcat.2021.05.021
14,10.1039/C5CS00376H
15,10.1002/adma.201803966
16,10.1016/j.micromeso.2021.111187
17,10.1016/j.jcat.2017.04.018
18,10.1021/acsanm.0c02721
19,10.1021/jacs.0c07792
20,10.1021/acsami.1c15892
21,10.1002/aic.17451
22,10.1002/anie.202007044
23,10.1002/ange.202003349
24,10.1038/s41563-019-0412-6
25,10.1016/j.jechem.2021.04.034
26,10.1016/j.fuel.2021.121790
27,10.1038/nmat4757
28,10.1016/S1872-2067(17)62805-5
29,10.1021/acs.iecr.9b01413
30,10.1016/j.apcata.2016.12.026
31,10.1002/cjoc.202100657
32,10.1016/j.mcat.2021.112081
33,10.1021/ie1024694
34,10.1016/j.cej.2015.01.008
35,10.1038/s41929-020-0472-7
36,10.1016/j.jcat.2021.03.022
37,10.1021/jacs.1c10261
38,10.1038/s41586-020-2671-4
39,10.1021/acscatal.1c01808
40,10.21203/rs.3.rs-2231668/v1?.
41,10.1039/D2NR02208G
42,10.1039/D2QI00653G
43,10.1126/sciadv.aar5418
44,10.1016/j.jcat.2020.06.016
45,10.1016/j.jcat.2023.01.027
46,10.1016/j.jcat.2017.05.024
47,10.1002/aic.17295
48,10.1039/D1CY00470K
49,10.1021/acsami.0c22865
50,10.1016/j.cej.2022.139794
51,10.1016/j.apcata.2006.03.028
52,10.1016/j.ces.2023.118450
53,10.1021/acscatal.9b03527
54,10.1039/C9CY01907C
55,10.1016/S1872-2067(17)62750-5
56,10.1021/ie901465s
57,10.1039/D1CY00738F
58,10.1016/j.cjche.2021.11.020
59,10.3390/catal9020174
60,10.1016/j.jcat.2021.09.011
61,10.1021/acscatal.1c04092
62,10.1021/acscatal.2c05042
63,10.1007/s40242-019-9120-7
64,10.1016/j.chempr.2020.10.008
65,10.1039/C8SC00802G
66,10.1016/j.apcata.2013.10.027
67,10.1016/j.apsusc.2016.01.282
68,10.1038/s41467-018-06967-8
69,10.1021/cs501279v
70,10.1021/acscatal.5b02878
71,10.1002/ange.201701115
72,10.1021/acscatal.7b02264
73,10.1016/j.jcat.2018.08.001
74,10.1016/j.apcata.2011.03.057
75,10.1016/j.jcat.2008.11.014
76,10.1038/s41467-022-35698-0
77,10.1002/cctc.201801598
78,10.1016/j.jcat.2012.06.005
79,10.1016/j.jcat.2017.05.022
80,10.1016/j.jcat.2022.07.017
81,10.1016/j.fuel.2022.123532
82,10.1016/j.cej.2019.122423
83,10.1016/j.jcat.2017.12.004
84,10.1021/acscatal.1c05921
85,10.1016/j.mcat.2019.110508
86,10.1016/j.jechem.2019.12.010
87,10.1021/acscatal.1c05724
88,10.1021/jacs.8b11443
89,10.1002/cctc.202101069
90,10.1016/j.isci.2019.02.018
91,10.1038/s41586-021-03923-3
92,10.1021/acscatal.1c05778
93,10.1021/acscatal.2c00928
94,10.1016/j.cjche.2022.02.015
95,10.1016/j.jcis.2021.03.023
96,10.1016/j.mcat.2022.112580
97,10.1021/jacs.2c02636
98,10.1021/acscatal.2c05860
99,10.1021/acsami.2c21076
100,10.1016/j.micromeso.2022.112115
101,10.1016/j.jcat.2014.02.007
102,10.1021/acs.cgd.2c01479
103,10.1002/cctc.201801708
104,10.1016/j.jcat.2019.12.037
105,10.1016/j.cej.2022.140726
106,10.1016/S1872-2067(19)63444-3
107,10.1016/j.jcat.2020.12.019
108,10.1021/jacs.2c03941
109,10.1039/D1SC05866E
110,10.1021/acs.chemmater.7b01566
111,10.1016/j.jcat.2016.11.017
112,10.1039/C4RA06277A
113,10.1016/j.micromeso.2020.110684
114,10.1039/D0SC00690D
115,10.1021/acscatal.0c01580
116,10.1016/j.jcat.2019.11.026
117,10.1016/j.jcat.2014.10.018
118,10.1021/acscatal.8b00936
119,10.1021/acscatal.2c03240
120,10.1038/s41467-018-06174-5
121,10.1016/j.jcat.2017.02.016
122,10.1023/A:1020693028720
123,10.1021/acsami.0c22759
124,10.1016/j.molcata.2013.10.007
125,10.1016/j.jcat.2016.03.003
126,10.1016/j.cattod.2008.05.024
127,10.1002/anie.202112752
128,10.1016/j.micromeso.2019.04.016
129,10.1021/cr500010r
130,10.1002/advs.201900299
131,10.1016/j.micromeso.2009.05.031
132,10.1039/C6RA04173F
133,10.1016/j.cej.2011.11.055
134,10.1021/acscatal.7b01584
135,10.1021/jacs.7b12901
136,10.1021/acscatal.8b01254
137,10.1021/acscatal.1c01497
138,10.1039/a906550d
139,10.1016/j.cej.2021.128566
140,10.1016/j.fuel.2022.125957
141,10.1039/C5CP05043J
142,10.1016/j.catcom.2009.07.008
143,10.1021/acs.iecr.9b00032
144,10.1021/acs.chemrev.0c00016
145,10.1021/jacs.1c00578
146,10.1021/acscatal.1c02676
147,10.1021/acs.chemmater.8b04970
148,10.1016/j.chempr.2017.10.009
149,10.1021/cr00035a006
150,10.1021/acscatal.2c05704
151,10.1002/anie.201914696
152,10.1021/jacsau.1c00212
153,10.1021/jacs.2c05618
154,10.1039/D1SC01179K
155,10.1021/acsami.6b06576
156,10.1021/acs.energyfuels.1c02473
157,10.1021/acs.chemmater.6b01458
158,10.1039/D2EE00568A
159,10.1021/ja3044954
160,10.1126/science.abe7935
